0.3799999, 0, 0, 20.90742, 3.724014, 0, 608.2542, -1780.662, -5.741346, 0.01966487, 0.1582343, 34.13833, 3.276824, 2.807283, 58.27727
0.9899994, -0.0256146, -0.08346373, 54.277, 3.860603, 0.1227265938248881866293, 5125.706, -1803.208, -5.741346, 0.01966487, 0.1582343, 99.29162, 3.276824, 2.788053, 59.19007
 
0.9999993, -0.01602644, -0.08371987, 54.84774, 3.866067, 0.1099485261369263350148655399, 5239.598, -1803.585, -5.741346, 0.01966487, 0.1582343, 100.3934, 3.276824, 2.787738, 59.20504
 
1.009999, -0.006201606, -0.08388013, 55.41127, 3.864949, 0.0973202796250754711805655399, 5354.58, -1803.962, -5.741346, 0.01966487, 0.1582343, 101.4939, 3.276824, 2.787423, 59.22001
 
1.019999, 0.003853224, -0.08394215, 55.97977, 3.867489, 0.0848555467991948631698, 5471.049, -1804.34, -5.741346, 0.01966487, 0.1582343, 102.5968, 3.276824, 2.787108, 59.23497
 
1.029999, 0.01411922, -0.08390362, 56.54303, 3.866369, 0.072561572130384855093, 5588.405, -1804.718, -5.741346, 0.01966487, 0.1582343, 103.6964, 3.276824, 2.786792, 59.24993
 
1.039999, 0.02458777, -0.08376242, 57.11998, 3.874774, 0.0604540545253629815075344601, 5707.865, -1805.096, -5.741346, 0.01966487, 0.1582343, 104.8041, 3.276824, 2.786477, 59.2649
 
1.049999, 0.03528377, -0.08351655, 57.73914, 3.916433, 0.048536884249794415633, 5830.493, -1805.474, -5.741346, 0.01966487, 0.1582343, 105.9293, 3.276824, 2.786162, 59.27986
 
1.059999, 0.04616191, -0.08316371, 58.37052, 3.964252, 0.0368182859991981912099, 5955.719, -1805.853, -5.741346, 0.01966487, 0.1582343, 107.0662, 3.276824, 2.785846, 59.29482
 
1.069999, 0.05715676, -0.08270209, 58.97879, 3.987644, 0.0253164858213737108073, 6082.53, -1806.232, -5.741346, 0.01966487, 0.1582343, 108.2056, 3.276824, 2.785532, 59.30979
 
1.079999, 0.06824147, -0.08213053, 59.56149, 3.987066, 0.01404804950900977119896, 6210.288, -1806.611, -5.741346, 0.01966487, 0.1582343, 109.3418, 3.276824, 2.785216, 59.32475
 
1.089999, 0.07938169, -0.08144812, 60.11334, 3.961985, 0.00302773097121983201151, 6337.901, -1806.99, -5.741346, 0.01966487, 0.1582343, 110.4653, 3.276824, 2.784901, 59.33972
 
1.099999, 0.09059457, -0.0806543, 60.66747, 3.939817, -0.00773406409714332520171, 6466.632, -1807.37, -5.741346, 0.01966487, 0.1582343, 111.5874, 3.276824, 2.784586, 59.35468
 
1.109999, 0.1019057, -0.07974835, 61.25934, 3.951225, -0.0182268442315902165372, 6597.582, -1807.75, -5.741346, 0.01966487, 0.1582343, 112.7176, 3.276824, 2.78427, 59.36964
 
1.119999, 0.1132257, -0.0787293, 61.84668, 3.959697, -0.0284365248324936386193344601, 6729.438, -1808.13, -5.741346, 0.01966487, 0.1582343, 113.8446, 3.276824, 2.783955, 59.38461
 
1.129999, 0.1245459, -0.07759704, 62.43792, 3.967931, -0.0383528426438620683321344601, 6863.537, -1808.51, -5.741346, 0.01966487, 0.1582343, 114.9796, 3.276824, 2.78364, 59.39957
 
1.139999, 0.1358187, -0.07635158, 63.02783, 3.976418, -0.0479596852268007070384, 6998.545, -1808.89, -5.741346, 0.01966487, 0.1582343, 116.1113, 3.276824, 2.783325, 59.41454
 
1.149999, 0.1470214, -0.07499339, 63.61361, 3.978522, -0.0572492261019603121259655399, 7135.368, -1809.271, -5.741346, 0.01966487, 0.1582343, 117.2474, 3.276824, 2.78301, 59.4295
 
1.159999, 0.1581133, -0.07352318, 64.19801, 3.980874, -0.0662054753584983637263655399, 7273.088, -1809.652, -5.741346, 0.01966487, 0.1582343, 118.3801, 3.276824, 2.782694, 59.44447
 
1.169999, 0.1690414, -0.07194205, 64.76457, 3.967971, -0.0748205912010592183964, 7411.459, -1810.033, -5.741346, 0.01966487, 0.1582343, 119.5077, 3.276824, 2.782379, 59.45943
 
1.179999, 0.179844, -0.07025164, 65.35352, 3.973271, -0.083085353393697679814, 7552.126, -1810.415, -5.741346, 0.01966487, 0.1582343, 120.6434, 3.276824, 2.782063, 59.47439
 
1.189999, 0.1904663, -0.06845319, 65.95996, 3.99384, -0.0909808313523128618195, 7694.633, -1810.797, -5.741346, 0.01966487, 0.1582343, 121.7834, 3.276824, 2.781749, 59.48936
 
1.199999, 0.2008405, -0.06654853, 66.55858, 4.005315, -0.0984959516041662288476, 7838.751, -1811.179, -5.741346, 0.01966487, 0.1582343, 122.9258, 3.276824, 2.781433, 59.50432
 
1.209999, 0.2109247, -0.06454012, 67.14717, 4.007432, -0.1056226119817908727664655399, 7984, -1811.561, -5.741346, 0.01966487, 0.1582343, 124.0668, 3.276824, 2.781118, 59.51929
 
1.219999, 0.2206747, -0.06243087, 67.72134, 3.997708, -0.1123549005066566466913655399, 8129.883, -1811.943, -5.741346, 0.01966487, 0.1582343, 125.2026, 3.276824, 2.780803, 59.53425
 
1.229999, 0.2300896, -0.06022412, 68.29849, 3.990689, -0.1186862619279585955915655399, 8277.126, -1812.326, -5.741346, 0.01966487, 0.1582343, 126.3389, 3.276824, 2.780487, 59.54921
 
1.239999, 0.2391746, -0.05792323, 68.90547, 4.008352, -0.1246006603868343844652344601, 8426.985, -1812.709, -5.741346, 0.01966487, 0.1582343, 127.4852, 3.276824, 2.780172, 59.56418
 
1.249999, 0.2478209, -0.05553148, 69.50857, 4.02282, -0.1300839592092355984874655399, 8577.974, -1813.092, -5.741346, 0.01966487, 0.1582343, 128.6301, 3.276824, 2.779857, 59.57914
 
1.259999, 0.2559982, -0.05305327, 70.09689, 4.022224, -0.1351361430791544583866344601, 8730.34, -1813.476, -5.741346, 0.01966487, 0.1582343, 129.7755, 3.276824, 2.779542, 59.5941
 
1.269999, 0.2636785, -0.05049329, 70.68429, 4.021378, -0.1397508558538721299767, 8883.829, -1813.859, -5.741346, 0.01966487, 0.1582343, 130.9195, 3.276824, 2.779227, 59.60907
 
1.279999, 0.270844, -0.04785651, 71.2759, 4.023499, -0.1439233802033693713586, 9038.954, -1814.243, -5.741346, 0.01966487, 0.1582343, 132.0659, 3.276824, 2.778911, 59.62403
 
1.289999, 0.2774553, -0.04514807, 71.87521, 4.032058, -0.1476439445154650425306655399, 9195.721, -1814.628, -5.741346, 0.01966487, 0.1582343, 133.2147, 3.276824, 2.778596, 59.639
 
1.299999, 0.2834621, -0.04237352, 72.47159, 4.037403, -0.1509076629840678076917344601, 9353.875, -1815.012, -5.741346, 0.01966487, 0.1582343, 134.364, 3.276824, 2.778281, 59.65396
 
1.309999, 0.2888359, -0.0395389, 73.06527, 4.039778, -0.153714045496968858087, 9513.417, -1815.396, -5.741346, 0.01966487, 0.1582343, 135.5138, 3.276824, 2.777966, 59.66893
 
1.319999, 0.2935452, -0.03665054, 73.65922, 4.042154, -0.156059998220843674874, 9674.344, -1815.781, -5.741346, 0.01966487, 0.1582343, 136.6641, 3.276824, 2.77765, 59.68389
 
1.329999, 0.2975558, -0.03371508, 74.25321, 4.044282, -0.157942029106198101242, 9836.66, -1816.167, -5.741346, 0.01966487, 0.1582343, 137.8148, 3.276824, 2.777335, 59.69886
 
1.339999, 0.3008393, -0.03073953, 74.84772, 4.046661, -0.159360750793294296835, 10000.36, -1816.552, -5.741346, 0.01966487, 0.1582343, 138.9661, 3.276824, 2.77702, 59.71382
 
1.349999, 0.3033763, -0.02773113, 75.44644, 4.052021, -0.160316316442197801564, 10165.73, -1816.938, -5.741346, 0.01966487, 0.1582343, 140.1197, 3.276824, 2.776705, 59.72878
 
1.359999, 0.3051289, -0.02469737, 76.04546, 4.057384, -0.160809338693170775073, 10332.49, -1817.324, -5.741346, 0.01966487, 0.1582343, 141.2739, 3.276824, 2.776389, 59.74375
 
1.369999, 0.3061272, -0.02164608, 76.66598, 4.078165, -0.160843952867982794959, 10502.34, -1817.71, -5.741346, 0.01966487, 0.1582343, 142.44, 3.276824, 2.776074, 59.75871
 
1.379999, 0.3062255, -0.01858481, 77.26675, 4.083793, -0.160409590922111607363, 10672.19, -1818.096, -5.741346, 0.01966487, 0.1582343, 143.597, 3.276824, 2.775759, 59.77367
 
1.389999, 0.3054909, -0.01552255, 77.84888, 4.070509, -0.15953765066899289404, 10843.44, -1818.483, -5.741346, 0.01966487, 0.1582343, 144.7546, 3.276824, 2.775444, 59.78864
 
1.399999, 0.303901, -0.01246764, 78.4509, 4.075886, -0.158220780425480739262, 11016.38, -1818.87, -5.741346, 0.01966487, 0.1582343, 145.9145, 3.276824, 2.775128, 59.8036
 
1.409999, 0.301424, -0.009428632, 79.05344, 4.081518, -0.156464647114000119736, 11190.73, -1819.257, -5.741346, 0.01966487, 0.1582343, 147.0749, 3.276824, 2.774813, 59.81857
 
1.419999, 0.2980626, -0.006414392, 79.65671, 4.086654, -0.154281350379728688431, 11366.77, -1819.644, -5.741346, 0.01966487, 0.1582343, 148.2377, 3.276824, 2.774498, 59.83353
 
1.429999, 0.2937776, -0.003433766, 80.25253, 4.086055, -0.1516767868851897319205, 11543.63, -1820.032, -5.741346, 0.01966487, 0.1582343, 149.3972, 3.276824, 2.774183, 59.8485
 
1.439999, 0.2885942, -0.0004959903, 80.84537, 4.082213, -0.1486689682540908968981655399, 11721.9, -1820.419, -5.741346, 0.01966487, 0.1582343, 150.5572, 3.276824, 2.773867, 59.86346
 
1.449999, 0.2826312, 0.002389951, 81.51777, 4.140036, -0.1452664101860757429354, 11906.99, -1820.807, -5.741346, 0.01966487, 0.1582343, 151.7522, 3.276824, 2.773552, 59.87843
 
1.459999, 0.2755589, 0.005216263, 82.11761, 4.142709, -0.1414480378561264377588, 12088.1, -1821.196, -5.741346, 0.01966487, 0.1582343, 152.9131, 3.276824, 2.773237, 59.89339
 
1.469999, 0.2676665, 0.007971851, 82.66543, 4.092144, -0.1372958684793396037088655399, 12270.92, -1821.584, -5.741346, 0.01966487, 0.1582343, 154.0764, 3.276824, 2.772922, 59.90835
 
1.479999, 0.2588855, 0.01064852, 83.27769, 4.103793, -0.1327901290912534256352344601, 12455.76, -1821.973, -5.741346, 0.01966487, 0.1582343, 155.2441, 3.276824, 2.772606, 59.92332
 
1.489999, 0.2492242, 0.01323737, 83.89116, 4.115453, -0.1279464573345604474114, 12642.33, -1822.362, -5.741346, 0.01966487, 0.1582343, 156.4142, 3.276824, 2.772291, 59.93828
 
1.499999, 0.2387048, 0.01572961, 84.50285, 4.124119, -0.1227850397058983698269655399, 12830.63, -1822.751, -5.741346, 0.01966487, 0.1582343, 157.5866, 3.276824, 2.771976, 59.95324
 
1.509999, 0.2273126, 0.01811666, 85.08685, 4.110754, -0.1173245311012496477216, 13018.47, -1823.141, -5.741346, 0.01966487, 0.1582343, 158.748, 3.276824, 2.771661, 59.96821
 
1.519999, 0.215143, 0.02038979, 85.67627, 4.100628, -0.1115966509701879029835344601, 13208.33, -1823.531, -5.741346, 0.01966487, 0.1582343, 159.9137, 3.276824, 2.771345, 59.98317
 
1.529999, 0.2021872, 0.02254122, 86.29295, 4.115563, -0.1056091185800168066073655399, 13400.25, -1823.921, -5.741346, 0.01966487, 0.1582343, 161.0837, 3.276824, 2.77103, 59.99813
 
1.539999, 0.1884859, 0.02456309, 86.90735, 4.127002, -0.0993857043729072338199, 13593.91, -1824.311, -5.741346, 0.01966487, 0.1582343, 162.2561, 3.276824, 2.770715, 60.0131
 
1.549999, 0.1740774, 0.02644795, 87.51619, 4.132675, -0.0929509139593461830214, 13788.99, -1824.702, -5.741346, 0.01966487, 0.1582343, 163.429, 3.276824, 2.7704, 60.02806
 
1.559999, 0.1590052, 0.02818872, 88.11775, 4.131826, -0.0863297736940428756692655399, 13985.17, -1825.092, -5.741346, 0.01966487, 0.1582343, 164.6004, 3.276824, 2.770084, 60.04303
 
1.569999, 0.1433232, 0.02977877, 88.7155, 4.127958, -0.0795496379647024335479655399, 14182.42, -1825.483, -5.741346, 0.01966487, 0.1582343, 165.7703, 3.276824, 2.769769, 60.05799
 
1.579999, 0.127083, 0.03121201, 89.32048, 4.130118, -0.0726336798892410451918, 14381.42, -1825.875, -5.741346, 0.01966487, 0.1582343, 166.9426, 3.276824, 2.769454, 60.07296
 
1.589999, 0.1103335, 0.03248284, 89.93323, 4.138819, -0.0656054708017457623838655399, 14582.19, -1826.266, -5.741346, 0.01966487, 0.1582343, 168.1174, 3.276824, 2.769139, 60.08792
 
1.599999, 0.09314203, 0.03358617, 90.54315, 4.144506, -0.0584938507425571377252, 14784.37, -1826.658, -5.741346, 0.01966487, 0.1582343, 169.2926, 3.276824, 2.768823, 60.10289
 
1.609999, 0.07557362, 0.03451759, 91.14146, 4.140378, -0.0513262200474005676138344601, 14987.28, -1827.05, -5.741346, 0.01966487, 0.1582343, 170.4643, 3.276824, 2.768508, 60.11785
 
1.619999, 0.05769479, 0.03527332, 91.74424, 4.139519, -0.0441287384554704220086344601, 15191.96, -1827.442, -5.741346, 0.01966487, 0.1582343, 171.6385, 3.276824, 2.768193, 60.13281
 
1.629999, 0.03956976, 0.03585027, 92.36203, 4.151512, -0.0369282242942427393257, 15398.73, -1827.834, -5.741346, 0.01966487, 0.1582343, 172.817, 3.276824, 2.767878, 60.14778
 
1.639999, 0.02127738, 0.03624597, 92.96822, 4.153682, -0.0297513274151211577589, 15606.24, -1828.227, -5.741346, 0.01966487, 0.1582343, 173.992, 3.276824, 2.767562, 60.16274
 
1.649999, 0.002900601, 0.03645874, 93.58086, 4.159131, -0.0226284041430958408285, 15816.22, -1828.62, -5.741346, 0.01966487, 0.1582343, 175.1733, 3.276824, 2.767247, 60.1777
 
1.659999, -0.01549654, 0.03648775, 94.19598, 4.167866, -0.0155827194921223010154, 16027.27, -1829.013, -5.741346, 0.01966487, 0.1582343, 176.3531, 3.276824, 2.766932, 60.19267
 
1.669999, -0.03381497, 0.03633278, 94.80573, 4.170043, -0.0086451382786081258683134460, 16240.11, -1829.407, -5.741346, 0.01966487, 0.1582343, 177.5354, 3.276824, 2.766617, 60.20763
 
1.679999, -0.05193974, 0.03599463, 95.34061, 4.116116, -0.00183986745091194426881, 16447.55, -1829.8, -5.741346, 0.01966487, 0.1582343, 178.681, 3.276824, 2.766302, 60.2226
 
1.689999, -0.06991893, 0.03547524, 96.03759, 4.184256, 0.00480564823882219307904, 16670.79, -1830.194, -5.741346, 0.01966487, 0.1582343, 179.905, 3.276824, 2.765986, 60.23756
 
1.699999, -0.08760253, 0.03477605, 96.76984, 4.293445, 0.01126565033077176862725, 16893.38, -1830.589, -5.741346, 0.01966487, 0.1582343, 181.1179, 3.276824, 2.765671, 60.25253
 
1.709999, -0.104781, 0.03390002, 97.34757, 4.254934, 0.0175135624903642970191, 17114.9, -1830.983, -5.741346, 0.01966487, 0.1582343, 182.3175, 3.276824, 2.765356, 60.26749
 
1.719999, -0.1214643, 0.03285221, 97.92373, 4.219674, 0.0235289240644443015441, 17336.04, -1831.378, -5.741346, 0.01966487, 0.1582343, 183.5078, 3.276824, 2.76504, 60.28246
 
1.729999, -0.1375728, 0.03163757, 98.51375, 4.200084, 0.0292880488488760349661, 17557.88, -1831.773, -5.741346, 0.01966487, 0.1582343, 184.6945, 3.276824, 2.764725, 60.29742
 
